代码,上市公司,行业,市值(元),PE-TTM,PB,股息率,财报日期,复合排名,资本收益率(ROC),资本回报率排名,公司收益率,公司收益率排名,关注度
="600061",国投资本,证券,=44757869149,=14.798367397530814,=0.8539522978196775,=0.01814285537226347,2025-05-19,=497,=-1.199622817575581,=69,=0.044029758385199146,=1294,=1545
="002320",海峡股份,航运,=13641071104.44,=66.27367763429828,=3.156647923794171,=0.006535947677230447,2025-05-19,=498,=0.2651120643142098,=957,=0.08918956929457966,=408,=232
="300286",安科瑞,计量仪表,=5517262410,=31.212126109864446,=2.48799044112367,=0.01752807865812567,2025-05-19,=499,=1.0488500279159156,=239,=0.04888211866038817,=1126,=351
="000672",上峰水泥,水泥制造,=8181697597.999999,=11.809765773983004,=0.9061626772399053,=0.07341346023920842,2025-05-19,=500,=0.21178008307028257,=1191,=0.12196760755064942,=175,=1367
="601298",青岛港,港口,=59069010000,=11.102018248522393,=1.3454493161570134,=0.03451648283930948,2025-05-19,=501,=0.20040175394156137,=1251,=0.13701917874711422,=119,=722
="600686",金龙汽车,商用载客车,=9271423101.81,=49.620919054639124,=2.94891576590368,=0.00618716160292601,2025-05-19,=502,=-0.06856211601839687,=3,=0.042018637861129304,=1367,=209
="002128",电投能源,煤炭开采,=41805345644.45,=8.434746800767947,=1.1511318401825685,=0.04557640751507455,2025-05-19,=503,=0.2010628034767211,=1250,=0.1361232898169122,=122,=1300
="002124",天邦食品,饲料,=6954652894.16,=7.084016009016949,=1.82893984566689,=0,2025-05-19,=504,=0.21876852958851897,=1164,=0.11588832401654793,=208,=932
="000551",创元科技,环保设备,=4996789815.849999,=18.672771104185074,=1.857246900368642,=0.008084074373484237,2025-05-19,=505,=0.261358376080067,=973,=0.08957485472926975,=401,=169
="688358",祥生医疗,医疗器械,=3179851869.32,=23.28193888513855,=2.1746740377608527,=0.03526093088857546,2025-05-19,=506,=0.4764873740212517,=500,=0.05864591881785221,=876,=167
="603718",海利生物,动物保健,=4563408912,=24.560683893313215,=2.893634697686108,=0.011302813531429593,2025-05-19,=507,=0.5708384894345346,=418,=0.05534121199152703,=959,=184
="600711",ST盛屯,其他稀有小金属,=16936551299.480001,=8.434478966641235,=1.0885976115990201,=0.01824817517657736,2025-05-19,=508,=0.2038681371928679,=1235,=0.13075161769610505,=143,=424
="603312",西典新能,中压设备,=6166655999.999999,=24.66186347117043,=3.5104982310519475,=0.020178197064989523,2025-05-19,=509,=0.7334437205257113,=310,=0.05079369152950569,=1069,=23
="300760",迈瑞医疗,医疗器械,=274023879457.94,=24.60444646210799,=7.100904367066487,=0.03398079731080237,2025-05-19,=510,=2.5665540467668975,=170,=0.046266250200047036,=1211,=6433
="301305",朗坤科技,环保工程及服务,=4284408613,=16.93889875460599,=1.1773618473802403,=0,2025-05-19,=511,=0.3687434227510558,=666,=0.06707189332743355,=716,=16
="603283",赛腾股份,其它专用机械,=8852087773.44,=16.759368684703862,=2.760836645833771,=0.012672382578105301,2025-05-19,=512,=0.3416922410640916,=710,=0.06850334886447998,=678,=374
="300951",博硕科技,电子零部件制造,=4931701315.2,=24.19449416330367,=2.0849920479687745,=0.020362000977329587,2025-05-19,=513,=0.4507756792194514,=528,=0.059197145837032575,=862,=113
="600415",小商品城,专业市场,=90370484860.48,=28.562271474029803,=4.239897849414049,=0.020024271844660196,2025-05-19,=514,=1.1285579091287214,=227,=0.04767772306335416,=1164,=487
="603344",星德胜,电机,=5112274154.400001,=25.530346167685302,=2.474328279637512,=0.011796042617960424,2025-05-19,=515,=0.502029976729449,=471,=0.05688839529990737,=921,=13
="000983",山西焦煤,煤炭开采,=36049591724.65,=12.698551453683793,=0.9685607036299543,=0.03464566929133858,2025-05-19,=516,=0.2380135876795989,=1075,=0.09788575507878922,=318,=991
="002233",塔牌集团,水泥制造,=9025521871.12,=16.288113140188273,=0.7772527498059617,=0.05854151555387383,2025-05-19,=517,=0.18545475699027766,=1327,=0.18317618210488704,=67,=1483
="300832",新产业,医疗器械,=44408825728.200005,=24.138543562642973,=4.932194965673483,=0.023000707714083506,2025-05-19,=518,=0.7776068704381404,=294,=0.04972190473282146,=1100,=782
="600675",中华企业,房地产开发,=17412869753.28,=48.698058595213176,=1.1770374974414426,=0,2025-05-19,=519,=0.22678998930907399,=1133,=0.10636898859115067,=264,=217
="002469",三维化学,化学工程,=5904649933,=23.01061079635042,=2.2851826678578284,=0.04395604395604396,2025-05-19,=520,=0.4452255264093562,=532,=0.059143747482703776,=865,=167
="688588",凌志软件,软件开发,=5464136640.9800005,=27.368548881094615,=4.147387470347149,=0.014641288433382138,2025-05-19,=521,=0.7171234905663025,=318,=0.05031669740002627,=1079,=109
="601138",工业富联,电子系统组装,=378311336473.35004,=15.59252012060451,=2.4071576151769727,=0.03361127922999933,2025-05-19,=522,=0.27829657044420375,=907,=0.0803527260682587,=494,=1676
="002096",易普力,民爆用品,=14141024778,=19.02179905651504,=1.8518387597700028,=0.02017543859649123,2025-05-19,=523,=0.2898491948291421,=864,=0.07743174942109285,=538,=125
="002287",奇正藏药,中药,=13393988264.279999,=23.896496913177028,=3.443183797582593,=0.02379063170376231,2025-05-19,=524,=0.5023066046048752,=470,=0.05619325914263907,=942,=13205
="600704",物产中大,物流,=27832131194.4,=8.603109392778691,=0.675055683805565,=0.03901777299463504,2025-05-19,=525,=0.18785890749986892,=1313,=0.14714342205815162,=100,=914
="603071",物产环能,煤炭开采,=7074862324.559999,=10.821875214133897,=1.247477261978582,=0.04731861198738171,2025-05-19,=526,=0.19766354433343042,=1266,=0.12852777381500677,=148,=102
="600529",山东药玻,医疗器械,=14453515381.140001,=15.281281931151403,=1.7561377111583476,=0.028466483018856285,2025-05-19,=527,=0.24220032486953436,=1056,=0.09327848953499387,=358,=1255
="002867",周大生,珠宝首饰,=14838841628.099998,=16.11224652777734,=2.245554639841687,=0.06949330845995676,2025-05-19,=528,=0.26672404622163004,=953,=0.08421495228137113,=461,=2615
="688155",先惠技术,其它专用机械,=4980751218.5199995,=21.383821019443207,=2.467941252047249,=0.015064022053744484,2025-05-19,=529,=0.3388469198568796,=717,=0.06785049275907322,=699,=122
="601918",新集能源,煤炭开采,=17408440896,=7.480587030181079,=1.079124971721271,=0.023809523809523808,2025-05-19,=530,=0.19573923360898823,=1275,=0.1298632212379869,=145,=374
="688100",威胜信息,终端设备,=17017223906.75,=25.82921097206499,=5.379481438497478,=0.014958969182924541,2025-05-19,=531,=0.8579501429660896,=273,=0.04828281554571142,=1147,=179
="300415",伊之密,其它专用机械,=9975686768.359999,=15.97486949916156,=3.2159294843695703,=0.023084221051365084,2025-05-19,=532,=0.31412233865594236,=786,=0.07119924136416957,=637,=901
="300896",爱美客,医疗器械,=51531427988.3,=27.49958238043713,=7.2637636320037515,=0.022227591117018195,2025-05-19,=533,=1.661700497417926,=193,=0.04577116141601348,=1232,=2074
="000963",华东医药,化学制剂,=70864712739.2,=19.881236923313445,=2.945371406707916,=0.023020718165383713,2025-05-19,=534,=0.38257570630202986,=636,=0.06287802881952308,=794,=59296
="600694",大商股份,多业态零售,=7884845120.740001,=13.408337812982325,=0.8798479683031326,=0.039703071678168826,2025-05-19,=535,=0.17764302700663706,=1376,=0.18901478278779196,=55,=616
="688330",宏力达,电网自动化,=3495800000,=16.873718213684416,=0.9208947325763318,=0.013616339607529036,2025-05-19,=536,=0.18654855299241482,=1321,=0.14090532921399126,=112,=114
="002756",永兴材料,锂,=16819968048,=21.94003927707553,=1.3680456355046078,=0.03137460133657918,2025-05-19,=537,=0.24895331999939915,=1026,=0.08924827351153125,=407,=541
="300815",玉禾田,环保工程及服务,=7047106560,=11.965695658836038,=1.6414620815224854,=0.021210407239819005,2025-05-19,=538,=0.2154320507083914,=1176,=0.10698144117175726,=259,=413
="603600",永艺股份,家具,=3524108128.8,=11.329163294436576,=1.5236275798965204,=0.043233082650014965,2025-05-19,=539,=0.23216976252011207,=1108,=0.09709136236473578,=327,=367
="600406",国电南瑞,电网自动化,=183934821131.1,=23.90423707393183,=3.672697238863495,=0.02487633614338153,2025-05-19,=540,=0.5197971709696242,=456,=0.054482531427590936,=979,=2618
="000908",*ST景峰,化学制剂,=4214119141.29,=29.776018889318628,=60.28367403599203,=0,2025-05-19,=541,=3.692262192464242,=150,=0.04415259740973601,=1289,=199
="600526",菲达环保,环保设备,=4332854291.8,=17.759343611441057,=0.9835054253435211,=0.02053388090349076,2025-05-19,=542,=0.34884030097645413,=697,=0.06575681120153308,=743,=142
="002475",立讯精密,电子零部件制造,=233583566795.14996,=16.75851611393574,=3.244434493339047,=0.006205398696866275,2025-05-19,=543,=0.29317145017919066,=852,=0.07400125979338852,=591,=6547
="601518",吉林高速,高速公路,=5255737809.82,=9.851631950859108,=0.9554732232343504,=0.030935251798561148,2025-05-19,=544,=0.17764515909070272,=1375,=0.1790058051919116,=69,=172
="605111",新洁能,分立器件,=12875309577,=29.07837036525889,=3.1702493995696934,=0.0038000133325803913,2025-05-19,=545,=0.9749833114313541,=252,=0.04676012793060181,=1193,=465
="603013",亚普股份,汽车零部件,=9006369068.48,=17.967691624770602,=2.0436529027857664,=0.022766078520764465,2025-05-19,=546,=0.2796522294574152,=902,=0.07680415063347874,=546,=306
="603111",康尼机电,铁路设备,=5633762767.27,=15.77098569947505,=1.41872914533195,=0.04024876842833038,2025-05-19,=547,=0.23041406772549047,=1117,=0.09659864471276743,=333,=477
="300144",宋城演艺,人工景点,=23944981117.2,=22.95161620961296,=2.8629746688123805,=0.021905220364664652,2025-05-19,=548,=0.3835442010087994,=633,=0.062020089321642415,=817,=3144
="600894",广日股份,楼宇设备,=9245423935.1,=11.472129527261028,=1.0535317741482066,=0.12714825044821323,2025-05-19,=549,=0.19260897854981007,=1290,=0.12512117601194397,=161,=468
="603966",法兰泰克,重型机械,=3597473645.28,=20.383416287296736,=2.214029730962325,=0.023022868623003793,2025-05-19,=550,=0.3232781560718562,=756,=0.0679064781198306,=698,=179
="002835",同为股份,计算机设备,=3878457760.7700005,=18.530496293900992,=3.1345260135785127,=0.018041491292690538,2025-05-19,=551,=0.38244412036743597,=637,=0.06192596553023962,=818,=155
="000631",顺发恒业,房地产开发,=7042120506.96,=81.29058457884896,=1.2206806954012803,=0,2025-05-19,=552,=5.818698458611086,=139,=0.043173827608928336,=1317,=378
="002296",辉煌科技,计算机设备,=4324342662,=14.963268215436674,=1.791448959464912,=0.018018018018018018,2025-05-19,=553,=0.2767695486276487,=913,=0.07660563319354372,=548,=196
="603357",设计总院,路桥施工,=4794701532.75,=9.85647585016281,=1.2425104939516702,=0.03274853801169591,2025-05-19,=554,=0.19224698688590625,=1294,=0.12218560765790923,=174,=483
="300761",立华股份,畜禽养殖,=15642481068.9,=9.497627657257816,=1.6823296551569589,=0.04232804234082802,2025-05-19,=555,=0.21620329339761576,=1174,=0.1011322547503937,=296,=435
="002098",浔兴股份,辅料,=3418900000.0000005,=15.747804382560208,=2.4865734217415976,=0.010471204188481674,2025-05-19,=556,=0.2671672261424373,=948,=0.0789019287315785,=522,=136
="600839",四川长虹,彩电,=48516726773.22,=55.5526853636217,=3.2307764767893787,=0.009514747857120587,2025-05-19,=557,=1.3519288797220712,=203,=0.04481281202450755,=1268,=390
="600161",天坛生物,生物制品,=37767794618.600006,=25.576906623173485,=3.317955917811561,=0.005235602094240837,2025-05-19,=558,=0.37705646720509783,=649,=0.061704554995333,=823,=1661
="002452",长高电新,高压设备,=4404357803.5,=17.21587189722262,=1.7966491644612474,=0.011267605633802818,2025-05-19,=559,=0.23718242068646445,=1080,=0.08991034706254941,=395,=200
="601598",中国外运,物流,=35960489193.75,=9.564180468410505,=0.8980182587605995,=0.0588235294117647,2025-05-19,=560,=0.1812797445683324,=1352,=0.13590556674960003,=124,=505
="600332",白云山,中药,=43717518618.61,=16.199525568488383,=1.1590305906259377,=0.029750836751433023,2025-05-19,=561,=0.26289750088817004,=963,=0.07919585022871553,=514,=2632
="603379",三美股份,氟化工及制冷剂,=28631466835.3,=27.93953350342768,=4.169748617896287,=0.009594882729211088,2025-05-19,=562,=0.7060535038633189,=322,=0.047803012536328696,=1156,=226
="600668",尖峰集团,水泥制造,=5023623888.8,=7.303534877497422,=0.8790549411430939,=0.006849315068493151,2025-05-19,=563,=0.17828739071230243,=1372,=0.14338184828498457,=107,=373
="600300",维维股份,软饮料,=5757026160.8,=16.20079078466737,=1.6182159940420173,=0.03595505617977528,2025-05-19,=564,=0.23113836187222225,=1114,=0.09268593310994004,=365,=271
="300926",博俊科技,汽车零部件,=11060436106.17,=16.719308502532414,=4.4381757899682945,=0.005688066491781878,2025-05-19,=565,=0.348543698253805,=698,=0.06357273229519214,=781,=147
="000700",模塑科技,汽车零部件,=6646431416.360001,=10.545217730919195,=1.8260295144724819,=0.04502762418692052,2025-05-19,=566,=0.21080894866897196,=1195,=0.10235010951886814,=289,=300
="605555",德昌股份,小家电,=7797235152,=19.1774341695027,=2.525006779861344,=0.01671442215854823,2025-05-19,=567,=0.362797847104589,=675,=0.06223465180765068,=810,=93
="600054",黄山旅游,自然景点,=8424332532.000001,=25.80952088326474,=1.7959279248725297,=0.01489177489177489,2025-05-19,=568,=0.28342368437847354,=888,=0.07330672840938805,=601,=442
="002602",ST华通,互联网信息服务,=62526952961.520004,=32.709136411200156,=2.324933705168281,=0,2025-05-19,=569,=1.2291329006912348,=218,=0.04474436597681568,=1271,=786
="002322",理工能科,电网自动化,=4762098503.2,=17.70098412648203,=1.6183545380279216,=0.05826119271022307,2025-05-19,=570,=0.3134411198351539,=788,=0.0677230155599728,=702,=235
="002270",华明装备,线缆部件及其他,=13864607417.57,=21.047732982283335,=4.142718795949494,=0.03529411761056302,2025-05-19,=571,=0.40046988230815317,=604,=0.058145328149495135,=886,=315
="605088",冠盛股份,汽车零部件,=6909320175,=21.883811149491294,=2.8093819070822317,=0.015812485024982937,2025-05-19,=572,=0.3755040841250182,=652,=0.060414709953313966,=844,=117
="600377",宁沪高速,高速公路,=78891125850,=16.065077781726277,=1.9906415262841424,=0.031289910600255426,2025-05-19,=573,=0.37291645431480036,=657,=0.06064067855842248,=840,=2060
="603203",快克智能,其它专用机械,=5952272767.02,=27.210336801904106,=4.016955984000893,=0.027208036835496024,2025-05-19,=574,=0.842088471759815,=277,=0.04598882996860498,=1222,=2994
="000786",北新建材,其他建材,=49603950241.12,=13.526442813959378,=1.8714276060414528,=0.02946185286103542,2025-05-19,=575,=0.23930390923734743,=1070,=0.0865005308990699,=433,=2867
="603883",老百姓,医药商业,=14510225252.17,=32.35696460055625,=2.123916009112539,=0.021517718539435255,2025-05-19,=576,=0.43283730213045757,=548,=0.05553371679150786,=955,=987
="603043",广州酒家,食品综合,=9708917641.35,=20.479248736043225,=2.4710915856017865,=0.028119507908611594,2025-05-19,=577,=0.3307604252293333,=734,=0.0642628835455434,=770,=2131
="300783",三只松鼠,食品综合,=11540780000,=34.094880839812774,=3.8192761500030334,=0.008680724006522957,2025-05-19,=578,=0.6888124548078576,=330,=0.047390562756037265,=1174,=805
="300181",佐力药业,中药,=11362474827,=20.79104814731973,=3.6425784223057107,=0.036566009018802643,2025-05-19,=579,=0.40327714654463676,=602,=0.05743278902496914,=905,=350
="000048",京基智农,饲料,=9348876067.5,=12.114620607264598,=2.2122833740212005,=0.040538072626450504,2025-05-19,=580,=0.23830466200041628,=1074,=0.08622611175777689,=435,=709
="688663",新风光,电网自动化,=3731067000,=22.894703100887952,=2.692871414381147,=0.02250562640660165,2025-05-19,=581,=0.37002790045397493,=660,=0.059798287808895234,=850,=82
="600667",太极实业,房屋建设,=13669174255.220001,=21.799774848818203,=1.584535901747946,=0.01463790446841294,2025-05-19,=582,=0.260420159207022,=980,=0.07783177110555928,=535,=493
="000688",国城矿业,铅锌,=13898652233.699999,=28.037828323488807,=3.98740608850993,=0,2025-05-19,=583,=0.41444509076227,=579,=0.05636747150463448,=936,=235
="002293",罗莱生活,家纺,=8048992441.650001,=17.63615057299368,=1.8703897863024077,=0.06209888902536189,2025-05-19,=584,=0.29211134262551397,=856,=0.0693930638859943,=660,=5123
="600759",洲际油气,石油开采,=8837389766.4,=20.395950790482484,=1.020406998729312,=0,2025-05-19,=585,=0.39197102841410747,=618,=0.057576990985975206,=901,=149
="600248",陕建股份,化学工程,=14580543446.82,=5.162208871094246,=0.5790768842845438,=0.03617571057373988,2025-05-19,=586,=0.18034597167526262,=1356,=0.12461148148517667,=165,=241
="301386",未来电器,低压设备,=3008600000,=33.30101226178115,=2.0040295928787306,=0.023266635644485806,2025-05-19,=587,=0.4751360991927903,=502,=0.052766480057181285,=1023,=24
="002648",卫星化学,其他化学原料,=61006173445.9,=9.218651421712448,=1.9172577473031212,=0.027609055770292656,2025-05-19,=588,=0.19889998834659808,=1258,=0.10525806220594146,=268,=758
="301538",骏鼎达,改性塑料,=3900960000,=21.983100440818372,=2.9639870963348764,=0.011484352569623888,2025-05-19,=589,=0.37494249765157545,=653,=0.058872473481804403,=873,=20
